projector,param_group,param_name,step,rank,rank_energy,rank_90,rank_95,rank_99,effective_rank,mean_angle,max_angle,adaptive_rank,temperature,candidate_count
stochastic_lotus,q_proj,q_proj/layer19,900,8,0.8375160098075867,11,13,16,8.459185600280762,57.915629148483276,89.79988098144531,,3.038934094912327,16
stochastic_lotus,q_proj,q_proj/layer19,1200,8,0.856268584728241,10,13,16,7.801154136657715,68.20827865600586,85.3810806274414,,2.8433733889749817,16
stochastic_lotus,q_proj,q_proj/layer2,1,8,0.9471036791801453,6,9,14,4.320749282836914,,,,1.5158548619722672,16
stochastic_lotus,q_proj,q_proj/layer2,1,8,0.9471036791801453,6,9,14,4.320749282836914,,,,1.5158548619722672,16
stochastic_lotus,q_proj,q_proj/layer2,1,8,0.9471036791801453,6,9,14,4.320749282836914,,,,1.5158548619722672,16
stochastic_lotus,q_proj,q_proj/layer2,1,8,0.9471036791801453,6,9,14,4.320749282836914,,,,1.5158548619722672,16
stochastic_lotus,q_proj,q_proj/layer2,300,8,0.9412328600883484,6,9,14,3.605717897415161,70.11081552505493,85.85004425048828,,2.2215970417581596,16
stochastic_lotus,q_proj,q_proj/layer2,300,8,0.9708962440490723,3,6,12,2.119621753692627,70.95570945739746,89.72054290771484,,2.0717976569444425,16
stochastic_lotus,q_proj,q_proj/layer2,600,8,0.960823118686676,4,7,13,2.777768611907959,71.16688203811646,89.55410766601562,,1.9661144583333539,16
stochastic_lotus,q_proj,q_proj/layer2,900,8,0.9033688902854919,8,11,15,5.639066219329834,72.4768385887146,86.96355438232422,,2.3619794117809856,16
stochastic_lotus,q_proj,q_proj/layer2,1200,8,0.9260403513908386,7,10,15,3.9747860431671143,73.93142986297607,89.9806900024414,,2.597122300961102,16
stochastic_lotus,q_proj,q_proj/layer20,1,8,0.8466439843177795,11,13,16,7.954914093017578,,,,2.830944595683859,16
stochastic_lotus,q_proj,q_proj/layer20,1,8,0.8466439843177795,11,13,16,7.954914093017578,,,,2.830944595683859,16
stochastic_lotus,q_proj,q_proj/layer20,1,8,0.8466439843177795,11,13,16,7.954914093017578,,,,2.830944595683859,16
stochastic_lotus,q_proj,q_proj/layer20,1,8,0.8466439843177795,11,13,16,7.954914093017578,,,,2.830944595683859,16
stochastic_lotus,q_proj,q_proj/layer20,300,8,0.8238396644592285,11,14,16,7.680854797363281,63.11194133758545,89.04122161865234,,4.0,16
stochastic_lotus,q_proj,q_proj/layer20,300,8,0.8271600604057312,11,13,16,7.535277366638184,66.8801851272583,89.82304382324219,,3.972677483009483,16
stochastic_lotus,q_proj,q_proj/layer20,600,8,0.9000945091247559,8,12,15,5.156569004058838,65.60720586776733,89.24417877197266,,2.465475456736914,16
stochastic_lotus,q_proj,q_proj/layer20,900,8,0.7826290726661682,12,14,16,9.677745819091797,63.664928913116455,88.60592651367188,,4.0,16
stochastic_lotus,q_proj,q_proj/layer20,1200,8,0.8218668699264526,11,14,16,8.829178810119629,64.12344026565552,82.20915222167969,,3.3437052716287545,16
stochastic_lotus,q_proj,q_proj/layer21,1,8,0.8610972166061401,10,13,15,8.400188446044922,,,,2.598076280561954,16
stochastic_lotus,q_proj,q_proj/layer21,1,8,0.8610972166061401,10,13,15,8.400188446044922,,,,2.598076280561954,16
stochastic_lotus,q_proj,q_proj/layer21,1,8,0.8610972166061401,10,13,15,8.400188446044922,,,,2.598076280561954,16
stochastic_lotus,q_proj,q_proj/layer21,1,8,0.8610972166061401,10,13,15,8.400188446044922,,,,2.598076280561954,16
stochastic_lotus,q_proj,q_proj/layer21,300,8,0.8497016429901123,10,13,16,8.512167930603027,64.3597354888916,87.83631896972656,,2.826946759963272,16
stochastic_lotus,q_proj,q_proj/layer21,300,8,0.8897709250450134,9,12,15,4.286742687225342,62.14390230178833,88.9793701171875,,4.0,16
stochastic_lotus,q_proj,q_proj/layer21,600,8,0.9355752468109131,6,10,14,3.5370123386383057,63.50891828536987,89.96385955810547,,2.281030338614096,16
stochastic_lotus,q_proj,q_proj/layer21,900,8,0.801743745803833,12,14,16,9.783407211303711,62.15598726272583,88.15373229980469,,3.6157222090393737,16
stochastic_lotus,q_proj,q_proj/layer21,1200,8,0.8036065101623535,11,14,16,9.929156303405762,61.66919422149658,85.58782196044922,,3.5033897537038747,16
stochastic_lotus,q_proj,q_proj/layer3,1,8,0.8849458694458008,9,12,15,7.442779541015625,,,,2.2963181998125486,16
stochastic_lotus,q_proj,q_proj/layer3,1,8,0.8849458694458008,9,12,15,7.442779541015625,,,,2.2963181998125486,16
stochastic_lotus,q_proj,q_proj/layer3,1,8,0.8849458694458008,9,12,15,7.442779541015625,,,,2.2963181998125486,16
stochastic_lotus,q_proj,q_proj/layer3,1,8,0.8849458694458008,9,12,15,7.442779541015625,,,,2.2963181998125486,16
